file_path,line_number,symbol_type,symbol_name,parent_or_return,visibility,status,notes
test/controlled_dual_write_test.dart,11,Class,Back4AppExclusiveMockRepository,,Public,STATICALLY_VALID,Base Class
test/controlled_dual_write_test.dart,28,Method/Function,Back4AppExclusiveMockRepository.Exception,throw,Public,STATICALLY_VALID,Params: ('Back4App network failure')
test/controlled_dual_write_test.dart,34,Method/Function,Back4AppExclusiveMockRepository.getProduct,Future<CatalogProduct?>,Public,STATICALLY_VALID,Params: (String productId)
test/controlled_dual_write_test.dart,39,Method/Function,Back4AppExclusiveMockRepository.saveProduct,Future<bool>,Public,STATICALLY_VALID,Params: (CatalogProduct product)
test/controlled_dual_write_test.dart,51,Method/Function,Back4AppExclusiveMockRepository.updateProduct,Future<bool>,Public,STATICALLY_VALID,Params: (CatalogProduct product)
test/controlled_dual_write_test.dart,65,Method/Function,Back4AppExclusiveMockRepository.deleteProduct,Future<bool>,Public,STATICALLY_VALID,Params: (String productId)
test/controlled_dual_write_test.dart,77,Method/Function,Back4AppExclusiveMockRepository.restoreProduct,Future<bool>,Public,STATICALLY_VALID,Params: (String productId)
test/controlled_dual_write_test.dart,88,Method/Function,Back4AppExclusiveMockRepository.syncWithServer,Future<void>,Public,STATICALLY_VALID,Params: ()
test/controlled_dual_write_test.dart,91,Method/Function,Back4AppExclusiveMockRepository.getProductMedia,Future<List<CatalogProductMedia>>,Public,STATICALLY_VALID,Params: (String productId)
test/controlled_dual_write_test.dart,96,Method/Function,Back4AppExclusiveMockRepository.addProductMedia,Future<bool>,Public,STATICALLY_VALID,Params: (CatalogProductMedia media)
test/controlled_dual_write_test.dart,112,Method/Function,Back4AppExclusiveMockRepository.deleteProductMedia,Future<bool>,Public,STATICALLY_VALID,Params: (String mediaId)
test/controlled_dual_write_test.dart,115,Method/Function,Back4AppExclusiveMockRepository.batchSaveProducts,Future<int>,Public,STATICALLY_VALID,"Params: (List<CatalogProduct> products, {int batc...)"
test/controlled_dual_write_test.dart,124,Method/Function,Back4AppExclusiveMockRepository.getCategories,Future<List<CatalogCategory>>,Public,STATICALLY_VALID,Params: ()
test/controlled_dual_write_test.dart,127,Class,MockLocalCache,,Public,STATICALLY_VALID,Base Class
test/controlled_dual_write_test.dart,130,Method/Function,MockLocalCache.save,void,Public,STATICALLY_VALID,Params: (CatalogProduct p)
test/controlled_dual_write_test.dart,134,Method/Function,MockLocalCache.delete,void,Public,STATICALLY_VALID,Params: (String id)
test/controlled_dual_write_test.dart,139,Method/Function,MockLocalCache.main,void,Public,STATICALLY_VALID,Params: ()
test/deterministic_router_test.dart,6,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/firebase_prompt_wave1a_test.dart,7,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/live_dual_read_runner_test.dart,17,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/live_dual_read_runner_test.dart,26,Method/Function,headers,"Map<String,",Public,STATICALLY_VALID,Params: ()
test/manus_ai_provider_test.dart,8,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/media_audit.dart,6,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/verify_llava.dart,4,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/whatsapp_sync_contract_test.dart,4,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/whatsapp_sync_contract_test.dart,89,Method/Function,isWhatsappCdn,bool,Public,STATICALLY_VALID,Params: (String url)
test/whatsapp_sync_contract_test.dart,115,Method/Function,normalize,String,Public,STATICALLY_VALID,Params: (String t)
test/widget_test.dart,4,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
test/core/utils/result_test.dart,8,Method/Function,main,void,Public,STATICALLY_VALID,Params: ()
lib/ai/ai_decision_engine.dart,11,Class,AiDecisionEngine,,Public,STATICALLY_VALID,Base Class
lib/ai/ai_orchestrator.dart,33,Class,AIOrchestrator,GetxService,Public,STATICALLY_VALID,Extends GetxService
lib/ai/ai_orchestrator.dart,45,Method/Function,AIOrchestrator.onInit,void,Public,STATICALLY_VALID,Params: ()
lib/ai/ai_orchestrator.dart,72,Method/Function,AIOrchestrator._buildContext,Future<AppContext>,Private,STATICALLY_VALID,Params: ()
lib/ai/ai_orchestrator.dart,390,Method/Function,AIOrchestrator.preAnalyze,await,Public,STATICALLY_VALID,"Params: (images.first, cancelToken: cancelToken)"
lib/ai/ai_orchestrator.dart,470,Method/Function,AIOrchestrator._buildPlan,AiPlan,Private,STATICALLY_VALID,"Params: (Map<String, dynamic> analysis)"
lib/ai/ai_orchestrator.dart,527,Method/Function,AIOrchestrator._reflectAndRefinePlan,Future<AiPlan>,Private,STATICALLY_VALID,"Params: (AiPlan plan, AppContext context)"
lib/ai/ai_orchestrator.dart,654,Method/Function,AIOrchestrator.preAnalyze,Future<dynamic>,Public,STATICALLY_VALID,"Params: (File image, {dio.CancelToken? cancelToke...)"
lib/ai/ai_orchestrator.dart,714,Method/Function,AIOrchestrator._containsUrl,bool,Private,STATICALLY_VALID,Params: (String text)
lib/ai/ai_orchestrator.dart,748,Method/Function,AIOrchestrator._normalizeArabic,String,Private,STATICALLY_VALID,Params: (String text)
lib/ai/ai_orchestrator.dart,760,Method/Function,AIOrchestrator._modeString,String,Private,STATICALLY_VALID,Params: (ExecutionMode mode)
lib/ai/ai_orchestrator.dart,774,Method/Function,AIOrchestrator._getBackend,String,Private,STATICALLY_VALID,Params: ()
lib/ai/ai_orchestrator.dart,782,Method/Function,AIOrchestrator._isMultiStepWorkflowRequest,bool,Private,STATICALLY_VALID,Params: (String text)
lib/ai/ai_orchestrator.dart,827,Method/Function,AIOrchestrator._containsImageGenRequest,bool,Private,STATICALLY_VALID,Params: (String text)
lib/ai/ai_orchestrator.dart,881,Method/Function,AIOrchestrator._containsVideoGenRequest,bool,Private,STATICALLY_VALID,Params: (String text)
lib/ai/chat_smart_agent.dart,44,Class,ChatSmartAgent,GetxService,Public,STATICALLY_VALID,Extends GetxService
lib/ai/chat_smart_agent.dart,113,Method/Function,ChatSmartAgent.checkVisualLimit,Future<bool>,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,148,Method/Function,ChatSmartAgent.incrementVisualCount,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,163,Method/Function,ChatSmartAgent.addAndSaveMessage,Future<int?>,Public,STATICALLY_VALID,Params: (ChatMessage message)
lib/ai/chat_smart_agent.dart,174,Method/Function,ChatSmartAgent.onInit,void,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,213,Method/Function,ChatSmartAgent.addAndSaveMessage,await,Public,STATICALLY_VALID,"Params: (ChatMessage.user(content: text, image: i...)"
lib/ai/chat_smart_agent.dart,230,Method/Function,ChatSmartAgent.respondNormally,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: _cancelToken)"
lib/ai/chat_smart_agent.dart,252,Method/Function,ChatSmartAgent.handleGoogleLens,await,Public,STATICALLY_VALID,"Params: (effectiveImage, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,258,Method/Function,ChatSmartAgent.handleGoogleShortVideos,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,269,Method/Function,ChatSmartAgent.addAndSaveMessage,await,Public,STATICALLY_VALID,Params: (msg)
lib/ai/chat_smart_agent.dart,272,Method/Function,ChatSmartAgent.addAndSaveMessage,await,Public,STATICALLY_VALID,Params: (msg)
lib/ai/chat_smart_agent.dart,285,Method/Function,ChatSmartAgent.handleImageGeneration,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,289,Method/Function,ChatSmartAgent.handleYoutubeSearch,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,293,Method/Function,ChatSmartAgent.handleAmazonSearch,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,297,Method/Function,ChatSmartAgent.handleExpertResearch,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,310,Method/Function,ChatSmartAgent.handleGoogleNews,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,323,Method/Function,ChatSmartAgent.handleGoogleTrends,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,326,Method/Function,ChatSmartAgent.handleGoogleShopping,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,330,Method/Function,ChatSmartAgent.handleImageGeneration,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,334,Method/Function,ChatSmartAgent.respondNormally,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,340,Method/Function,ChatSmartAgent.respondNormally,await,Public,STATICALLY_VALID,"Params: (text, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,436,Method/Function,ChatSmartAgent.incrementVisualCount,await,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,487,Method/Function,ChatSmartAgent.generateCreatorImage,Future<void>,Public,STATICALLY_VALID,Params: (String prompt)
lib/ai/chat_smart_agent.dart,493,Method/Function,ChatSmartAgent.extractProductName,Future<dynamic>,Public,STATICALLY_VALID,Params: (File image)
lib/ai/chat_smart_agent.dart,506,Method/Function,ChatSmartAgent.searchTrendsForProduct,Future<void>,Public,STATICALLY_VALID,Params: (String name)
lib/ai/chat_smart_agent.dart,509,Method/Function,ChatSmartAgent.handleGoogleTrends,await,Public,STATICALLY_VALID,Params: (name)
lib/ai/chat_smart_agent.dart,513,Method/Function,ChatSmartAgent.autoDirectorMode,void,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,521,Method/Function,ChatSmartAgent.forceClearHistory,void,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,549,Method/Function,ChatSmartAgent.cancelCurrentOperation,void,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,591,Method/Function,ChatSmartAgent.respondNormally,await,Public,STATICALLY_VALID,"Params: (content, cancelToken: cancelToken)"
lib/ai/chat_smart_agent.dart,602,Method/Function,ChatSmartAgent.updateStage,void,Public,STATICALLY_VALID,"Params: (int index, int total, String msg)"
lib/ai/chat_smart_agent.dart,608,Method/Function,ChatSmartAgent.saveProductToMemory,void,Public,STATICALLY_VALID,Params: (String name)
lib/ai/chat_smart_agent.dart,617,Method/Function,ChatSmartAgent.clearHistory,void,Public,STATICALLY_VALID,Params: ()
lib/ai/chat_smart_agent.dart,651,Method/Function,ChatSmartAgent._loadExistingSession,Future<void>,Private,STATICALLY_VALID,Params: (int sessionId)
lib/ai/chat_smart_agent.dart,723,Method/Function,ChatSmartAgent.sendUserMessage,await,Public,STATICALLY_VALID,"Params: (prompt, skipHistory: skipHistory)"
lib/ai/chat_task_distributor.dart,11,Class,ChatTaskDistributor,GetxService,Public,STATICALLY_VALID,Extends GetxService
lib/ai/chat_task_distributor.dart,16,Method/Function,ChatTaskDistributor.getClassifiedIntent,Future<AIIntentResult>,Public,STATICALLY_VALID,"Params: (String text, {File? image, dio.CancelTok...)"
lib/ai/chat_task_distributor.dart,27,Method/Function,ChatTaskDistributor.handleNanoBanana,Future<ChatMessage>,Public,STATICALLY_VALID,"Params: (File originalImage, String prompt)"
lib/ai/chat_task_distributor.dart,78,Method/Function,ChatTaskDistributor.handleImageToVideo,Future<ChatMessage>,Public,STATICALLY_VALID,"Params: (File image, String prompt)"
lib/ai/chat_task_distributor.dart,140,Method/Function,ChatTaskDistributor.handleTextToVideo,Future<ChatMessage>,Public,STATICALLY_VALID,Params: (String prompt)
lib/ai/chat_task_distributor.dart,199,Method/Function,ChatTaskDistributor._updateStatus,void,Private,STATICALLY_VALID,"Params: (String msg, double progress)"
lib/ai/chat_task_distributor.dart,204,Method/Function,ChatTaskDistributor._resetStatus,void,Private,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,15,Class,AdminController,GetxController,Public,STATICALLY_VALID,Extends GetxController
lib/controllers/admin_controller.dart,165,Method/Function,AdminController.revokeUserSubscription,Future<void>,Public,STATICALLY_VALID,Params: (String userId)
lib/controllers/admin_controller.dart,184,Method/Function,AdminController.updateGlobalAiSettings,Future<void>,Public,STATICALLY_VALID,"Params: ([Map<String, dynamic>? settings])"
lib/controllers/admin_controller.dart,207,Method/Function,AdminController.checkConfigStatus,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,213,Method/Function,AdminController.importPersonalKeys,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,221,Method/Function,AdminController.initializeGlobalConfig,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,241,Method/Function,AdminController.onInit,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,249,Method/Function,AdminController._setupNotificationListener,void,Private,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,262,Method/Function,AdminController._playNotificationSound,Future<void>,Private,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,271,Method/Function,AdminController._showNewUserNotification,void,Private,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,313,Method/Function,AdminController.subscribeToUsers,void,Public,STATICALLY_VALID,Params: ({bool force = false})
lib/controllers/admin_controller.dart,411,Method/Function,AdminController._loadUsersFromLocalDB,Future<void>,Private,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,424,Method/Function,AdminController.loadData,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,427,Method/Function,AdminController.loadUIControls,await,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,436,Method/Function,AdminController.loadUsers,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,441,Method/Function,AdminController.loadUIControls,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,452,Method/Function,AdminController.selectUser,Future<void>,Public,STATICALLY_VALID,"Params: (Map<String, dynamic> user)"
lib/controllers/admin_controller.dart,456,Method/Function,AdminController.loadUserPermissions,await,Public,STATICALLY_VALID,Params: (user['id'].toString()
lib/controllers/admin_controller.dart,462,Method/Function,AdminController.loadUserActivity,Future<void>,Public,STATICALLY_VALID,Params: (String userId)
lib/controllers/admin_controller.dart,477,Method/Function,AdminController.loadAllRecentActivity,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,491,Method/Function,AdminController.setPermissionScopeFilter,void,Public,STATICALLY_VALID,Params: (String scope)
lib/controllers/admin_controller.dart,496,Method/Function,AdminController.loadUserPermissions,Future<void>,Public,STATICALLY_VALID,Params: (String userId)
lib/controllers/admin_controller.dart,536,Method/Function,AdminController._isAlwaysAllowed,bool,Private,STATICALLY_VALID,Params: (String controlName)
lib/controllers/admin_controller.dart,550,Method/Function,AdminController._isScreenControl,bool,Private,STATICALLY_VALID,"Params: (Map<String, dynamic> control)"
lib/controllers/admin_controller.dart,620,Method/Function,AdminController.loadUserPermissions,await,Public,STATICALLY_VALID,Params: (userId)
lib/controllers/admin_controller.dart,687,Method/Function,AdminController.loadUserPermissions,await,Public,STATICALLY_VALID,Params: (userId)
lib/controllers/admin_controller.dart,695,Method/Function,AdminController.toggleUserAiBlock,Future<void>,Public,STATICALLY_VALID,"Params: (String userId, bool isBlocked)"
lib/controllers/admin_controller.dart,791,Method/Function,AdminController.loadUserPermissions,await,Public,STATICALLY_VALID,Params: (userId)
lib/controllers/admin_controller.dart,807,Method/Function,AdminController.linkUserToAdminManagedKeys,Future<void>,Public,STATICALLY_VALID,Params: (String userId)
lib/controllers/admin_controller.dart,844,Method/Function,AdminController.loadUserPermissions,await,Public,STATICALLY_VALID,Params: (userId)
lib/controllers/admin_controller.dart,853,Method/Function,AdminController.unlinkUserFromAdminManagedKeys,Future<void>,Public,STATICALLY_VALID,Params: (String userId)
lib/controllers/admin_controller.dart,890,Method/Function,AdminController.loadUserPermissions,await,Public,STATICALLY_VALID,Params: (userId)
lib/controllers/admin_controller.dart,899,Method/Function,AdminController.changeUserRole,Future<void>,Public,STATICALLY_VALID,"Params: (String userId, String newRole)"
lib/controllers/admin_controller.dart,928,Method/Function,AdminController.deleteUser,Future<void>,Public,STATICALLY_VALID,Params: (String userId)
lib/controllers/admin_controller.dart,959,Method/Function,AdminController.cleanFakeUsers,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,1003,Method/Function,AdminController.syncModifiedPermissions,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,1037,Method/Function,AdminController.acknowledgeUser,Future<void>,Public,STATICALLY_VALID,Params: (String uid)
lib/controllers/admin_controller.dart,1048,Method/Function,AdminController.resetUserPermissions,Future<void>,Public,STATICALLY_VALID,Params: (String userId)
lib/controllers/admin_controller.dart,1060,Method/Function,AdminController.loadUserPermissions,await,Public,STATICALLY_VALID,Params: (userId)
lib/controllers/admin_controller.dart,1087,Method/Function,AdminController.loadUIControls,await,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,1098,Method/Function,AdminController.getPermissionStatus,"Map<String,",Public,STATICALLY_VALID,"Params: (String userId, String controlName)"
lib/controllers/admin_controller.dart,1120,Method/Function,AdminController.getUsersCountByRole,"Map<String,",Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,1136,Method/Function,AdminController.syncSystemControls,Future<void>,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,1143,Method/Function,AdminController.loadUIControls,await,Public,STATICALLY_VALID,Params: ()
lib/controllers/admin_controller.dart,1159,Method/Function,AdminController.switchUserAiBackend,Future<void>,Public,STATICALLY_VALID,"Params: (String uid, String newBackend)"
lib/controllers/admin_controller.dart,1188,Method/Function,AdminController.onClose,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/api_controller.dart,16,Class,ApiController,GetxController,Public,STATICALLY_VALID,Extends GetxController
lib/controllers/api_controller.dart,37,Method/Function,ApiController._computeGeminiStatus,ApiStatus,Private,STATICALLY_VALID,Params: ()
lib/controllers/api_controller.dart,67,Method/Function,ApiController.showError,void,Public,STATICALLY_VALID,Params: (Object e)
lib/controllers/api_controller.dart,84,Method/Function,ApiController.setActiveProvider,Future<void>,Public,STATICALLY_VALID,Params: (ProviderType type)
lib/controllers/api_controller.dart,89,Method/Function,ApiController.updateApiKey,Future<void>,Public,STATICALLY_VALID,"Params: (String key, {bool? isConnected})"
lib/controllers/api_controller.dart,106,Method/Function,ApiController.saveCurrentProvider,Future<bool>,Public,STATICALLY_VALID,Params: ()
lib/controllers/api_controller.dart,136,Method/Function,ApiController.testCurrentProvider,Future<bool>,Public,STATICALLY_VALID,Params: ()
lib/controllers/api_controller.dart,177,Method/Function,ApiController.Exception,throw,Public,STATICALLY_VALID,Params: ('يرجى اختيار صورة أولاً.')
lib/controllers/api_controller.dart,259,Method/Function,ApiController.Exception,throw,Public,STATICALLY_VALID,"Params: (""هذه الميزة مدعومة فقط بواسطة Gemini حال...)"
lib/controllers/api_controller.dart,268,Method/Function,ApiController.generateEmbeddings,Future<List<double>>,Public,STATICALLY_VALID,Params: (String text)
lib/controllers/auth_controller.dart,25,Class,AuthController,GetxController,Public,STATICALLY_VALID,Extends GetxController
lib/controllers/auth_controller.dart,51,Method/Function,AuthController.clearError,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/auth_controller.dart,112,Method/Function,AuthController.onInit,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/auth_controller.dart,127,Method/Function,AuthController._loadSavedGeminiToken,Future<void>,Private,STATICALLY_VALID,Params: ()
lib/controllers/auth_controller.dart,135,Method/Function,AuthController.onClose,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/auth_controller.dart,142,Method/Function,AuthController.onReady,void,Public,STATICALLY_VALID,Params: ()
lib/controllers/auth_controller.dart,149,Method/Function,AuthController._handleIncomingLinks,Future<void>,Private,STATICALLY_VALID,Params: ()
lib/controllers/auth_controller.dart,179,Method/Function,AuthController._isInstagramCallback,bool,Private,STATICALLY_VALID,Params: (Uri uri)
lib/controllers/auth_controller.dart,184,Method/Function,AuthController._handleInstagramCallback,Future<void>,Private,STATICALLY_VALID,Params: (Uri uri)
lib/controllers/auth_controller.dart,196,Method/Function,AuthController._isTikTokCallback,bool,Private,STATICALLY_VALID,Params: (Uri uri)
lib/controllers/auth_controller.dart,201,Method/Function,AuthController._handleTikTokCallback,Future<void>,Private,STATICALLY_VALID,Params: (Uri uri)
lib/controllers/auth_controller.dart,212,Method/Function,AuthController._processAuthLink,Future<void>,Private,STATICALLY_VALID,Params: (String link)
lib/controllers/auth_controller.dart,250,Method/Function,AuthController.Center,const,Public,STATICALLY_VALID,Params: (child: CircularProgressIndicator()
lib/controllers/auth_controller.dart,270,Method/Function,AuthController._checkPendingActions,void,Private,STATICALLY_VALID,Params: ()
lib/controllers/auth_controller.dart,285,Method/Function,AuthController._showNewPasswordDialog,void,Private,STATICALLY_VALID,Params: (String oobCode)
lib/controllers/auth_controller.dart,314,Method/Function,AuthController.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 16)
lib/controllers/auth_controller.dart,323,Method/Function,AuthController.SizedBox,const,Public,STATICALLY_VALID,Params: (height: 24)
lib/controllers/auth_controller.dart,347,Method/Function,AuthController.resetPassword,Future<bool>,Public,STATICALLY_VALID,"Params: (String oobCode, String newPassword)"
