file_path,total_lines,reviewed_range,coverage_percent,review_status,notes
lib/services/anthropic_service.dart,179,1-179,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/app_detection_service.dart,219,1-219,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/auth_service.dart,496,1-496,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/azure_openai_service.dart,84,1-84,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/back4app_catalog_media_service.dart,117,1-117,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/back4app_gateway_service.dart,634,1-634,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/catalog_xlsx_import_service.dart,457,1-457,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/db_service.dart,704,1-704,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/deepseek_service.dart,104,1-104,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/facebook_page_service.dart,296,1-296,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ffmpeg_service.dart,104,1-104,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/firebase_ai_logic_service.dart,287,1-287,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/firebase_storage_service.dart,92,1-92,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/firestore_user_service.dart,337,1-337,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/gatekeeper_service.dart,68,1-68,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/gemini_service.dart,695,1-695,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/global_config_service.dart,41,1-41,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/google_veo_service.dart,148,1-148,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/groq_service.dart,104,1-104,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/higgsfield_service.dart,232,1-232,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/instagram_service.dart,429,1-429,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/kling_service.dart,316,1-316,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/manus_ai_service.dart,429,1-429,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/marketing_share_service.dart,127,1-127,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/media_merge_service.dart,321,1-321,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/media_processing_service.dart,459,1-459,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/openai_service.dart,113,1-113,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/permissions_sync_service.dart,376,1-376,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/product_matching_service.dart,230,1-230,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/product_memory_service.dart,214,1-214,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/product_photography_service.dart,641,1-641,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/profile_sync_service.dart,102,1-102,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/referral_service.dart,89,1-89,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/remotion_service.dart,172,1-172,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/secure_storage_service.dart,141,1-141,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/serpapi_master_service.dart,171,1-171,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/serpapi_services.dart,563,1-563,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/subscription_service.dart,127,1-127,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/telegram_service.dart,125,1-125,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/tiktok_account_service.dart,528,1-528,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/tiktok_service.dart,749,1-749,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/unified_ai_service.dart,831,1-831,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/unified_backend_service.dart,52,1-52,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/vertex_ai_service.dart,269,1-269,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/video_pipeline_service.dart,285,1-285,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/whatsapp_sync_service.dart,218,1-218,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/theme/app_theme.dart,350,1-350,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/utils/logger.dart,12,1-12,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/account_picker_sheet.dart,195,1-195,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/api_key_status_indicator.dart,52,1-52,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat_bubble.dart,1411,1-1411,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat_drawer.dart,685,1-685,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat_loading_shimmer.dart,72,1-72,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/facebook_settings_form.dart,288,1-288,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/media_action_bar.dart,256,1-256,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/modern_video_bubble.dart,935,1-935,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/permission_controlled_widget.dart,91,1-91,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/provider_selection_list.dart,322,1-322,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/recommendation_panel.dart,91,1-91,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/scanning_overlay_painter.dart,127,1-127,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/scenario_display_widget.dart,349,1-349,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/smart_ad_bubble.dart,195,1-195,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/standard_provider_form.dart,660,1-660,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/tiktok_logo_icon.dart,52,1-52,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/tiktok_settings_form.dart,394,1-394,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/tiktok_video_widget.dart,331,1-331,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/video_full_screen_viewer.dart,163,1-163,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/youtube_settings_form.dart,159,1-159,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/animations/vip_message_entry.dart,36,1-36,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat/chat_action_button.dart,83,1-83,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat/chat_input_area.dart,811,1-811,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat/context_preview_bar.dart,74,1-74,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat/full_screen_viewer.dart,151,1-151,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/chat/swipe_to_reply.dart,99,1-99,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/social/social_profile_dashboard.dart,269,1-269,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/ui_kit/custom_widgets.dart,198,1-198,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/ui_kit/smart_badge.dart,35,1-35,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/ui_kit/smart_card.dart,93,1-93,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/widgets/ui_kit/smart_loading_overlay.dart,73,1-73,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/background_removal_service.dart,24,1-24,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/gemini_audio_service.dart,142,1-142,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/gemini_director_service.dart,91,1-91,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/gemini_vision_service.dart,172,1-172,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/google_ai_mode_service.dart,153,1-153,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/intent_classifier_service.dart,583,1-583,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/model_capability_service.dart,77,1-77,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/naive_bayes_classifier.dart,87,1-87,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/openrouter_video_service.dart,94,1-94,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/remote_segmentation_service.dart,97,1-97,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/scene_director_service.dart,63,1-63,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/vision_product_service.dart,250,1-250,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/api/jina_service.dart,62,1-62,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/api/social_media_api_client.dart,59,1-59,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/api/tiktok_api_client.dart,450,1-450,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/media/youtube_stream_service.dart,87,1-87,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/search/platform_query_builder.dart,285,1-285,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/search/product_search_context.dart,267,1-267,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/data/bing_image_models.dart,68,1-68,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/data/google_ai_mode_models.dart,308,1-308,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/data/google_reverse_image_models.dart,75,1-75,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/data/google_shopping_models.dart,63,1-63,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/data/google_short_videos_models.dart,47,1-47,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/services/ai/data/naive_bayes_data.dart,39,1-39,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/admin/users_list_screen.dart,723,1-723,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/auth/account_confirmation_screen.dart,156,1-156,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/auth/edit_profile_screen.dart,485,1-485,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/auth/login_screen.dart,348,1-348,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/auth/password_reset_otp_screen.dart,190,1-190,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/auth/signup_screen.dart,235,1-235,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/catalog/product_catalog_screen.dart,3263,1-3263,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/catalog/product_form_screen.dart,2363,1-2363,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/catalog/whatsapp/whatsapp_media_sync_screen.dart,686,1-686,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/catalog/widgets/catalog_product_image.dart,162,1-162,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/catalog/widgets/product_card.dart,461,1-461,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/ai_chat/mixins/chat_action_mixin.dart,119,1-119,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/ai_chat/mixins/chat_enhancement_mixin.dart,150,1-150,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/screens/ai_chat/mixins/chat_media_mixin.dart,182,1-182,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/api/enterprise_api_client.dart,315,1-315,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/bindings/initial_binding.dart,195,1-195,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/config/supabase_config.dart,45,1-45,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/constants/firebase_prompt_template_ids.dart,20,1-20,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/data/chat_repository.dart,345,1-345,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/models/api_provider.dart,394,1-394,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/models/canonical_ai_request.dart,113,1-113,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/models/chat_attachment.dart,319,1-319,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/models/chat_message.dart,471,1-471,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/models/manus_media_models.dart,167,1-167,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/models/tiktok_video.dart,161,1-161,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/repositories/back4app_catalog_repository.dart,750,1-750,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/repositories/catalog_repository.dart,50,1-50,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/services/chat_brain_service.dart,10,1-10,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/services/chat_state_service.dart,71,1-71,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/services/log_service.dart,35,1-35,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/services/share_receiver_service.dart,130,1-130,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/storage/app_storage_service.dart,120,1-120,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/storage/storage_keys.dart,46,1-46,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/strings/app_strings.dart,49,1-49,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/auth_validation.dart,21,1-21,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/error_handler.dart,150,1-150,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/image_utils.dart,337,1-337,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/json_utils.dart,130,1-130,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/key_routing_helper.dart,41,1-41,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/log_service.dart,40,1-40,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/responsive_helper.dart,80,1-80,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/result.dart,235,1-235,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/smart_exception.dart,14,1-14,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/utils/snackbar_utils.dart,151,1-151,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/widgets/glass_container.dart,52,1-52,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/animations/galactic_background_unified.dart,99,1-99,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/ui_kit/smart_bouncy_wrapper.dart,105,1-105,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/ui_kit/smart_fluid_panel.dart,69,1-69,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/ui_kit/smart_glass_card.dart,56,1-56,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/ui_kit/smart_neon_button.dart,90,1-90,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/ui_kit/smart_neon_text_field.dart,72,1-72,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/ui_kit/smart_soft_icon.dart,37,1-37,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/core/theme/ui_kit/smart_stat_box.dart,112,1-112,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/agents/mock_product_research_agent.dart,50,1-50,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/core/agent_feature_flags.dart,25,1-25,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/core/agent_models.dart,586,1-586,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/core/agent_router.dart,49,1-49,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/core/ai_constants.dart,200,1-200,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/core/ai_helpers_mixin.dart,135,1-135,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/core/base_agent.dart,21,1-21,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/memory/agent_memory.dart,22,1-22,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/mixins/agent_core_mixin.dart,869,1-869,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/mixins/agent_media_mixin.dart,618,1-618,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/mixins/agent_search_mixin.dart,459,1-459,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/models/app_context.dart,74,1-74,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
lib/ai/ui/agent_result_renderer.dart,144,1-144,100%,STATICALLY_VALIDATED,Full regex & semantic AST scan completed.
